"subject","predicate","object","direction","evidence","sentence","article","network"
"CALU","interacts with","XPO1","right","positive",,,"Pathway Commons"
"CALU","interacts with","ZNF552","right","positive",,,"Pathway Commons"
"CALU","interacts with","ZFP1","right","positive",,,"Pathway Commons"
"CALU","interacts with","ZNF331","right","positive",,,"Pathway Commons"
"CALU","interacts with","CSE1L","right","positive",,,"Pathway Commons"
"CALU","interacts with","C1QBP","right","positive",,,"Pathway Commons"
"CALU","interacts with","ZNF8","right","positive",,,"Pathway Commons"
"CALU","interacts with","CFTR","right","positive",,,"Pathway Commons"
"CD79B","in same component","LYN","right","positive",,,"Pathway Commons"
"CD79B","reacts with","LYN","right","positive",,,"Pathway Commons"
"CCNB2","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CCNB2","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"CD97","interacts with","CD55","right","positive",,,"Pathway Commons"
"CAPZA2","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CAPZA2","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"CAPZA2","interacts with","SH3D19","right","positive",,,"Pathway Commons"
"CAPZA2","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CAPZA2","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"CAPZA2","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CAPZA2","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CENPF","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CENPF","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"CENPF","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"CENPF","interacts with","SOCS1","right","positive",,,"Pathway Commons"
"CENPF","interacts with","TSC22D1","right","positive",,,"Pathway Commons"
"CENPF","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CENPF","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CTSL1","interacts with","PPBP","right","positive",,,"Pathway Commons"
"CTSL1","interacts with","FN1","right","positive",,,"Pathway Commons"
"CTSL1","interacts with","ITGA2","right","positive",,,"Pathway Commons"
"CTSL1","interacts with","IL8","right","positive",,,"Pathway Commons"
"CTSL1","interacts with","SERPINB3","right","positive",,,"Pathway Commons"
"CTSL1","interacts with","CDCP1","right","positive",,,"Pathway Commons"
"MAPKAPK2","interacts with","ZFP36","right","positive",,,"Pathway Commons"
"CEP70","in same component","CSNK1E","right","positive",,,"Pathway Commons"
"CEP70","in same component","CSNK1D","right","positive",,,"Pathway Commons"
"CEP70","in same component","TUBA4A","right","positive",,,"Pathway Commons"
"CEP70","reacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CEP70","reacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CEP70","reacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CBLB","interacts with","EFNB1","right","positive",,,"Pathway Commons"
"cblB","interacts with","EFNB1","right","positive",,,"Pathway Commons"
"CBLB","interacts with","EPHA2","right","positive",,,"Pathway Commons"
"cblB","interacts with","EPHA2","right","positive",,,"Pathway Commons"
"CBLB","interacts with","FLNB","right","positive",,,"Pathway Commons"
"cblB","interacts with","FLNB","right","positive",,,"Pathway Commons"
"CBLB","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"cblB","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CBLB","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"cblB","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"CBLB","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"cblB","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"CBLB","interacts with","S100A6","right","positive",,,"Pathway Commons"
"cblB","interacts with","S100A6","right","positive",,,"Pathway Commons"
"CBLB","interacts with","SFN","right","positive",,,"Pathway Commons"
"cblB","interacts with","SFN","right","positive",,,"Pathway Commons"
"CBLB","interacts with","TPM1","right","positive",,,"Pathway Commons"
"cblB","interacts with","TPM1","right","positive",,,"Pathway Commons"
"CBLB","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"cblB","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CBLB","interacts with","CDCP1","right","positive",,,"Pathway Commons"
"cblB","interacts with","CDCP1","right","positive",,,"Pathway Commons"
"MEP1A","interacts with","FN1","right","positive",,,"Pathway Commons"
"MDH1","interacts with","EGFR","right","positive",,,"Pathway Commons"
"MDH1","interacts with","EIF3M","right","positive",,,"Pathway Commons"
"MDH1","interacts with","EIF3H","right","positive",,,"Pathway Commons"
"MDH1","interacts with","FLNA","right","positive",,,"Pathway Commons"
"MDH1","interacts with","FASN","right","positive",,,"Pathway Commons"
"MDH1","interacts with","GPD1","right","positive",,,"Pathway Commons"
"MDH1","interacts with","HSPH1","right","positive",,,"Pathway Commons"
"MDH1","interacts with","MYH9","right","positive",,,"Pathway Commons"
"MDH1","interacts with","NUMA1","right","positive",,,"Pathway Commons"
"MDH1","interacts with","C12orf10","right","positive",,,"Pathway Commons"
"MDH1","interacts with","PRKDC","right","positive",,,"Pathway Commons"
"MDH1","interacts with","PGK1","right","positive",,,"Pathway Commons"
"MDH1","interacts with","ACTG1","right","positive",,,"Pathway Commons"
"MDH1","interacts with","RPS4X","right","positive",,,"Pathway Commons"
"MDH1","interacts with","NANS","right","positive",,,"Pathway Commons"
"MDH1","interacts with","PSAT1","right","positive",,,"Pathway Commons"
"MDH1","interacts with","RPS6","right","positive",,,"Pathway Commons"
"MDH1","interacts with","RPS3A","right","positive",,,"Pathway Commons"
"MDH1","interacts with","IARS2","right","positive",,,"Pathway Commons"
"MDH1","interacts with","SPTAN1","right","positive",,,"Pathway Commons"
"MDH1","interacts with","AARS","right","positive",,,"Pathway Commons"
"MDH1","interacts with","TPM3","right","positive",,,"Pathway Commons"
"MDH1","interacts with","UBA1","right","positive",,,"Pathway Commons"
"MDH1","interacts with","XPO1","right","positive",,,"Pathway Commons"
"MDH1","interacts with","MPP3","right","positive",,,"Pathway Commons"
"CDC42","interacts with","KIAA0802","right","positive",,,"Pathway Commons"
"CDC42","interacts with","PNMA2","right","positive",,,"Pathway Commons"
"CDC42","interacts with","ARHGAP27","right","positive",,,"Pathway Commons"
"CD72","in same component","LYN","right","positive",,,"Pathway Commons"
"CD72","interacts with","LYN","right","positive",,,"Pathway Commons"
"CD72","reacts with","LYN","right","positive",,,"Pathway Commons"
"CEBPB","co control","BCL6","right","positive",,,"Pathway Commons"
"CEBPB","interacts with","EGR1","right","positive",,,"Pathway Commons"
"CEBPB","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"CDT1","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CDT1","interacts with","TOP1","right","positive",,,"Pathway Commons"
"CDT1","interacts with","CCNA1","right","positive",,,"Pathway Commons"
"CAMSAP1L1","interacts with","FOS","right","positive",,,"Pathway Commons"
"CDC27","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CDC27","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"CDC27","interacts with","TOR1AIP1","right","positive",,,"Pathway Commons"
"CALD1","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CALD1","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"CALD1","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CALD1","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CARD16","interacts with","CASP1","right","positive",,,"Pathway Commons"
"CEP152","in same component","CSNK1E","right","positive",,,"Pathway Commons"
"CEP152","in same component","CSNK1D","right","positive",,,"Pathway Commons"
"CEP152","in same component","TUBA4A","right","positive",,,"Pathway Commons"
"CEP152","reacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CEP152","reacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CEP152","reacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CCNO","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CCNO","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"C4orf43","interacts with","FLNB","right","positive",,,"Pathway Commons"
"CFLAR","interacts with","TNFRSF10A","right","positive",,,"Pathway Commons"
"CFLAR","interacts with","TNFRSF10B","right","positive",,,"Pathway Commons"
"CFLAR","state change","TNFRSF10B","right","positive",,,"Pathway Commons"
"TSGA14","in same component","CSNK1E","right","positive",,,"Pathway Commons"
"TSGA14","in same component","CSNK1D","right","positive",,,"Pathway Commons"
"TSGA14","in same component","TUBA4A","right","positive",,,"Pathway Commons"
"TSGA14","reacts with","CSNK1E","right","positive",,,"Pathway Commons"
"TSGA14","reacts with","CSNK1D","right","positive",,,"Pathway Commons"
"TSGA14","reacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CCNH","interacts with","FAM83A","right","positive",,,"Pathway Commons"
"CCNH","interacts with","KIAA0528","right","positive",,,"Pathway Commons"
"CCNH","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CCNH","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CCNH","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CCNH","interacts with","LYN","right","positive",,,"Pathway Commons"
"MED30","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"MED30","interacts with","MED25","right","positive",,,"Pathway Commons"
"CCDC149","interacts with","PRNP","right","positive",,,"Pathway Commons"
"CA2","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CA2","interacts with","SLC9A1","right","positive",,,"Pathway Commons"
"CA2","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"CA2","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CDK1","in same component","CSNK1E","right","positive",,,"Pathway Commons"
"CDK1","in same component","CSNK1D","right","positive",,,"Pathway Commons"
"CDK1","in same component","TUBA4A","right","positive",,,"Pathway Commons"
"CDK1","in same component","CCNA1","right","positive",,,"Pathway Commons"
"CDK1","interacts with","EFNB1","right","positive",,,"Pathway Commons"
"CDK1","interacts with","EPHA2","right","positive",,,"Pathway Commons"
"CDK1","interacts with","FAM83A","right","positive",,,"Pathway Commons"
"CDK1","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CDK1","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"CDK1","interacts with","KIAA0528","right","positive",,,"Pathway Commons"
"CDK1","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CDK1","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CDK1","interacts with","LATS1","right","positive",,,"Pathway Commons"
"CDK1","interacts with","SFN","right","positive",,,"Pathway Commons"
"CDK1","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CDK1","interacts with","TOP1","right","positive",,,"Pathway Commons"
"CDK1","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CDK1","interacts with","LYN","right","positive",,,"Pathway Commons"
"CDK1","interacts with","CDCP1","right","positive",,,"Pathway Commons"
"CDK1","interacts with","CCNA1","right","positive",,,"Pathway Commons"
"CDK1","reacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CDK1","reacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CDK1","reacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CDK1","sequential catalysis","CCNA1","right","positive",,,"Pathway Commons"
"CCL7","interacts with","MMP14","right","positive",,,"Pathway Commons"
"CTSK","interacts with","SERPINB3","right","positive",,,"Pathway Commons"
"MMP12","interacts with","PLAUR","right","positive",,,"Pathway Commons"
"CCL20","in same component","CCR6","right","positive",,,"Pathway Commons"
"CCL20","interacts with","VCAN","right","positive",,,"Pathway Commons"
"CCL20","interacts with","RALBP1","right","positive",,,"Pathway Commons"
"CCL20","interacts with","TRAF6","right","positive",,,"Pathway Commons"
"CCL20","interacts with","CCR6","right","positive",,,"Pathway Commons"
"CCL20","reacts with","CCL20","right","positive",,,"Pathway Commons"
"CCL20","reacts with","CCR6","right","positive",,,"Pathway Commons"
"NOS1AP","interacts with","LRP8","right","positive",,,"Pathway Commons"
"C3orf26","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"C3orf26","interacts with","MED25","right","positive",,,"Pathway Commons"
"CD44","interacts with","FN1","right","positive",,,"Pathway Commons"
"CD44","interacts with","HBEGF","right","positive",,,"Pathway Commons"
"CPM","interacts with","LYN","right","positive",,,"Pathway Commons"
"CASP4","interacts with","CASP1","right","positive",,,"Pathway Commons"
"CASP4","state change","CASP1","right","positive",,,"Pathway Commons"
"CEP57","in same component","CSNK1E","right","positive",,,"Pathway Commons"
"CEP57","in same component","CSNK1D","right","positive",,,"Pathway Commons"
"CEP57","in same component","TUBA4A","right","positive",,,"Pathway Commons"
"CEP57","reacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CEP57","reacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CEP57","reacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CDCA4","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CDCA4","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"CDCA4","interacts with","KIAA0802","right","positive",,,"Pathway Commons"
"CD4","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CD4","interacts with","TNFRSF10A","right","positive",,,"Pathway Commons"
"CD4","metabolic catalysis","FOS","right","positive",,,"Pathway Commons"
"CAMLG","interacts with","IER3","right","positive",,,"Pathway Commons"
"CFH","interacts with","PPBP","right","positive",,,"Pathway Commons"
"CFH","interacts with","FN1","right","positive",,,"Pathway Commons"
"CFH","interacts with","ITGA2","right","positive",,,"Pathway Commons"
"CFH","interacts with","PTX3","right","positive",,,"Pathway Commons"
"CFH","interacts with","CDCP1","right","positive",,,"Pathway Commons"
"LSM14A","interacts with","FAM83A","right","positive",,,"Pathway Commons"
"LSM14A","interacts with","KIAA0528","right","positive",,,"Pathway Commons"
"LSM14A","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"LSM14A","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"LSM14A","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"LSM14A","interacts with","LYN","right","positive",,,"Pathway Commons"
"CALCOCO1","interacts with","FOSL1","right","positive",,,"Pathway Commons"
"C5orf25","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"C4orf41","interacts with","PPBP","right","positive",,,"Pathway Commons"
"C4orf41","interacts with","ITGA2","right","positive",,,"Pathway Commons"
"C4orf41","interacts with","CDCP1","right","positive",,,"Pathway Commons"
"CDK2","interacts with","EPHA2","right","positive",,,"Pathway Commons"
"CDK2","interacts with","FAM83A","right","positive",,,"Pathway Commons"
"CDK2","interacts with","KIAA0528","right","positive",,,"Pathway Commons"
"CDK2","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CDK2","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CDK2","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CDK2","interacts with","TSC22D1","right","positive",,,"Pathway Commons"
"CDK2","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CDK2","interacts with","LYN","right","positive",,,"Pathway Commons"
"CDK2","interacts with","CCNA1","right","positive",,,"Pathway Commons"
"CASP1","interacts with","EGFR","right","positive",,,"Pathway Commons"
"CASP1","interacts with","FGF2","right","positive",,,"Pathway Commons"
"CASP1","interacts with","HTT","right","positive",,,"Pathway Commons"
"CASP1","interacts with","IL1B","right","positive",,,"Pathway Commons"
"CASP1","interacts with","IL1F7","right","positive",,,"Pathway Commons"
"CASP1","interacts with","IL18","right","positive",,,"Pathway Commons"
"CASP1","interacts with","LMNA","right","positive",,,"Pathway Commons"
"CASP1","interacts with","NLRP1","right","positive",,,"Pathway Commons"
"CASP1","interacts with","NOD1","right","positive",,,"Pathway Commons"
"CASP1","interacts with","NLRC4","right","positive",,,"Pathway Commons"
"CASP1","interacts with","NOD2","right","positive",,,"Pathway Commons"
"CASP1","interacts with","NEDD4","right","positive",,,"Pathway Commons"
"CASP1","interacts with","PARP1","right","positive",,,"Pathway Commons"
"CASP1","interacts with","PLA2G4A","right","positive",,,"Pathway Commons"
"CASP1","interacts with","PAK1","right","positive",,,"Pathway Commons"
"CASP1","interacts with","PSEN1","right","positive",,,"Pathway Commons"
"CASP1","interacts with","RIPK2","right","positive",,,"Pathway Commons"
"CASP1","interacts with","MAPT","right","positive",,,"Pathway Commons"
"CASP1","interacts with","PYCARD","right","positive",,,"Pathway Commons"
"CASP1","interacts with","ATXN3","right","positive",,,"Pathway Commons"
"CASP1","interacts with","BCAP31","right","positive",,,"Pathway Commons"
"CASP1","interacts with","CDK11A","right","positive",,,"Pathway Commons"
"CASP1","interacts with","CASP14","right","positive",,,"Pathway Commons"
"CASP1","interacts with","CDK11B","right","positive",,,"Pathway Commons"
"CASP1","interacts with","CARD16","right","positive",,,"Pathway Commons"
"CASP1","interacts with","CASP4","right","positive",,,"Pathway Commons"
"CASP1","interacts with","CARD8","right","positive",,,"Pathway Commons"
"CASP1","interacts with","CASP8","right","positive",,,"Pathway Commons"
"CASP1","interacts with","CASP10","right","positive",,,"Pathway Commons"
"CASP1","interacts with","CASP3","right","positive",,,"Pathway Commons"
"CASP1","interacts with","CARD17","right","positive",,,"Pathway Commons"
"CASP1","metabolic catalysis","IL1B","right","positive",,,"Pathway Commons"
"CASP1","reacts with","CASP1","right","positive",,,"Pathway Commons"
"CASP1","state change","IL1B","right","positive",,,"Pathway Commons"
"CASP1","state change","IL18","right","positive",,,"Pathway Commons"
"CASP1","state change","CASP3","right","positive",,,"Pathway Commons"
"CDK8","in same component","MED25","right","positive",,,"Pathway Commons"
"CDK8","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"CDK8","interacts with","MED25","right","positive",,,"Pathway Commons"
"CDK8","reacts with","MED25","right","positive",,,"Pathway Commons"
"CARD8","interacts with","CASP1","right","positive",,,"Pathway Commons"
"MALL","interacts with","CREB3","right","positive",,,"Pathway Commons"
"CELA1","interacts with","PI3","right","positive",,,"Pathway Commons"
"C6orf204","interacts with","KIAA0802","right","positive",,,"Pathway Commons"
"CALM1","in same component","SLC9A1","right","positive",,,"Pathway Commons"
"CALM1","in same component","ATP2B1","right","positive",,,"Pathway Commons"
"CALM1","interacts with","DDX17","right","positive",,,"Pathway Commons"
"CALM1","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CALM1","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"CALM1","interacts with","GLTP","right","positive",,,"Pathway Commons"
"CALM1","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"CALM1","interacts with","SFN","right","positive",,,"Pathway Commons"
"CALM1","interacts with","SLC9A1","right","positive",,,"Pathway Commons"
"CALM1","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CALM1","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CALM1","interacts with","PTPRE","right","positive",,,"Pathway Commons"
"CALM1","interacts with","LYN","right","positive",,,"Pathway Commons"
"CALM1","interacts with","MAP7D1","right","positive",,,"Pathway Commons"
"CALM1","reacts with","SLC9A1","right","positive",,,"Pathway Commons"
"CALM1","reacts with","ATP2B1","right","positive",,,"Pathway Commons"
"CALM1","state change","HRAS","right","positive",,,"Pathway Commons"
"CDC26","interacts with","TOR1AIP1","right","positive",,,"Pathway Commons"
"CAND1","interacts with","DDX17","right","positive",,,"Pathway Commons"
"CAND1","interacts with","HIST1H2AC","right","positive",,,"Pathway Commons"
"CAND1","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"AGTPBP1","interacts with","FOS","right","positive",,,"Pathway Commons"
"CACNA1B","in same component","STX1A","right","positive",,,"Pathway Commons"
"CACNA1B","reacts with","STX1A","right","positive",,,"Pathway Commons"
"CDK3","interacts with","EPHA2","right","positive",,,"Pathway Commons"
"CDK3","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CDK3","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CDK3","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CDK3","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"CDK3","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CDK3","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CDK3","interacts with","LYN","right","positive",,,"Pathway Commons"
"CAV1","in same component","STX1A","right","positive",,,"Pathway Commons"
"CAV1","interacts with","EFNB1","right","positive",,,"Pathway Commons"
"CAV1","interacts with","EPHA2","right","positive",,,"Pathway Commons"
"CAV1","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CAV1","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"CAV1","interacts with","PTGS2","right","positive",,,"Pathway Commons"
"CAV1","interacts with","HRAS","right","positive",,,"Pathway Commons"
"CAV1","interacts with","SFN","right","positive",,,"Pathway Commons"
"CAV1","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CAV1","interacts with","LYN","right","positive",,,"Pathway Commons"
"CAV1","interacts with","CDCP1","right","positive",,,"Pathway Commons"
"CAV1","reacts with","STX1A","right","positive",,,"Pathway Commons"
"C2orf47","interacts with","TSC22D1","right","positive",,,"Pathway Commons"
"C2orf47","interacts with","MAP7D1","right","positive",,,"Pathway Commons"
"CDK7","interacts with","EPHA2","right","positive",,,"Pathway Commons"
"CDK7","interacts with","FAM83A","right","positive",,,"Pathway Commons"
"CDK7","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CDK7","interacts with","KIAA0528","right","positive",,,"Pathway Commons"
"CDK7","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CDK7","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CDK7","interacts with","NOLC1","right","positive",,,"Pathway Commons"
"CDK7","interacts with","SRRM2","right","positive",,,"Pathway Commons"
"CDK7","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CDK7","interacts with","LYN","right","positive",,,"Pathway Commons"
"CTSG","interacts with","PPBP","right","positive",,,"Pathway Commons"
"CTSG","interacts with","SDC1","right","positive",,,"Pathway Commons"
"CANX","interacts with","HIST1H1E","right","positive",,,"Pathway Commons"
"CANX","interacts with","NDRG1","right","positive",,,"Pathway Commons"
"CANX","interacts with","SMURF2","right","positive",,,"Pathway Commons"
"CANX","interacts with","TOR1AIP1","right","positive",,,"Pathway Commons"
"CDKN1B","in same component","SKP2","right","positive",,,"Pathway Commons"
"CDKN1B","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CDKN1B","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"CDKN1B","interacts with","LYN","right","positive",,,"Pathway Commons"
"CDKN1B","interacts with","CCNA1","right","positive",,,"Pathway Commons"
"CDKN1B","reacts with","SKP2","right","positive",,,"Pathway Commons"
"CD24","interacts with","LYN","right","positive",,,"Pathway Commons"
"CAPZB","interacts with","FLNB","right","positive",,,"Pathway Commons"
"CAPZB","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"CAPZB","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"CAPZB","interacts with","S100A6","right","positive",,,"Pathway Commons"
"CAPZB","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"MAP4","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CEP164","in same component","CSNK1E","right","positive",,,"Pathway Commons"
"CEP164","in same component","CSNK1D","right","positive",,,"Pathway Commons"
"CEP164","in same component","TUBA4A","right","positive",,,"Pathway Commons"
"CEP164","reacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CEP164","reacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CEP164","reacts with","TUBA4A","right","positive",,,"Pathway Commons"
"ALCAM","interacts with","SFN","right","positive",,,"Pathway Commons"
"ALCAM","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"ALCAM","interacts with","LYN","right","positive",,,"Pathway Commons"
"C4orf27","interacts with","NAV3","right","positive",,,"Pathway Commons"
"CDH5","in same component","VEGFA","right","positive",,,"Pathway Commons"
"CDH5","reacts with","VEGFA","right","positive",,,"Pathway Commons"
"CAV2","in same component","HRAS","right","positive",,,"Pathway Commons"
"CAV2","interacts with","SFN","right","positive",,,"Pathway Commons"
"CAV2","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CAV2","interacts with","LYN","right","positive",,,"Pathway Commons"
"CAV2","reacts with","HRAS","right","positive",,,"Pathway Commons"
"CASP7","interacts with","CASP2","right","positive",,,"Pathway Commons"
"C2orf44","interacts with","PTHLH","right","positive",,,"Pathway Commons"
"CD3E","metabolic catalysis","FOS","right","positive",,,"Pathway Commons"
"LUZP1","interacts with","FLNB","right","positive",,,"Pathway Commons"
"LUZP1","interacts with","HNRNPH1","right","positive",,,"Pathway Commons"
"LUZP1","interacts with","ITPR3","right","positive",,,"Pathway Commons"
"LUZP1","interacts with","S100A6","right","positive",,,"Pathway Commons"
"LUZP1","interacts with","TPM1","right","positive",,,"Pathway Commons"
"LUZP1","interacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CDKN1C","interacts with","SKP2","right","positive",,,"Pathway Commons"
"CDKN1C","interacts with","SERPINB5","right","positive",,,"Pathway Commons"
"CENPJ","in same component","CSNK1E","right","positive",,,"Pathway Commons"
"CENPJ","in same component","CSNK1D","right","positive",,,"Pathway Commons"
"CENPJ","in same component","TUBA4A","right","positive",,,"Pathway Commons"
"CENPJ","reacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CENPJ","reacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CENPJ","reacts with","TUBA4A","right","positive",,,"Pathway Commons"
"CELSR2","interacts with","KLF6","right","positive",,,"Pathway Commons"
"CEBPA","interacts with","PIAS1","right","positive",,,"Pathway Commons"
"CDYL","interacts with","TIA1","right","positive",,,"Pathway Commons"
"CCNA1","in same component","CDK1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","MCC","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CUX1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","EIF3I","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","EIF3F","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","E2F1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","TUFM","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","PTK2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","GANAB","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","GNB2L1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","GPS2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","HIST1H1A","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","HIST1H2BA","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","KIAA1967","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","INCA1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CSNK1E","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","KLHDC9","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","LARP4B","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","LRPPRC","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","LRRC59","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","CSNK1D","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","MYBL2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","ORC1L","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","OAT","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","GOT2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","ACLY","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","ORC2L","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","PSMD6","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","PARK2","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","PPP2CB","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","PROCA1","right","positive",,,"Pathway Commons"
"CCNA1","interacts with","RB1","right","positive",,,"Pathway Commons"
